customer_id,first_name,last_name,email,phone_number,loyalty_degree,customer_address
336,Eric,Watson,iXwnHjFqOf@ZKQJY.com,1642972511,1,540
337,Billy,Bailey,eDxhcCygNA@rFxqC.com,7104858599,2,47
338,Aaron,Torres,uDRWhvUuMx@ZExlU.com,2690109839,2,319
339,Robert,Wilson,hMtqLHoEDb@GKaxZ.com,7988744579,2,487
340,Joe,Harris,kbhpMpwplD@tLeDe.com,3220862727,1,346
341,Alan,Cox,LHLassQLTQ@TmDMt.com,6675860370,5,319
342,Jesse,Carter,OmUKJcsZjz@kYYrW.com,2631873037,4,386
343,Benjamin,Roberts,uEsocWzBxD@QMFIk.com,2791492681,2,483
344,Peter,Hill,BejMkeDjho@ujpeW.com,6372978886,2,394
345,Gregory,Brooks,dHNmYyKQVV@akOoz.com,7947430874,4,329
346,Peter,Turner,FHcFHzyfaR@tDnub.com,5961172153,2,588
347,Willie,Gray,nCxhCEeWeB@vsjya.com,8335600469,5,207
348,Kevin,Scott,EqzLKeDtYD@GRSQC.com,9488104532,3,218
349,Todd,Davis,wRFXXlWeBt@paTAH.com,4065045252,3,192
350,John,Evans,kBiuohyVox@YahEq.com,9005005329,5,363
351,Larry,Garcia,gxOoMVGRQU@ebZyR.com,1915411139,3,165
352,Gregory,Garcia,CKWFXAFzOd@Yrvem.com,5847596188,3,388
353,Kenneth,King,XrrUDVAZvp@HDCAm.com,3507057478,3,440
354,Brandon,Sanchez,TDJnpfMGOo@uHKJU.com,5743415741,3,235
355,Samuel,Hall,WAHBqSsuYI@CcpuO.com,7083641818,1,127
356,Ronald,Martin,LKWbXBzwbI@McZzi.com,1225174050,2,565
357,Alan,Brooks,ycmiEPDRTF@LFeCJ.com,9979466666,1,131
358,Antonio,Henderson,rLAKPMeQhC@QNrGX.com,5760728323,4,175
359,Arthur,Sanchez,soOPoRpPbi@qiRVf.com,2798000210,1,316
360,Wayne,Ward,MqnbazbzhB@yyNpI.com,7412860471,2,196
361,Joe,Bell,ILlBIrzCiN@hDPgi.com,1839703577,5,485
362,Michael,Flores,JDhCrllYvN@QtCQZ.com,9295638061,1,517
363,Ralph,Coleman,aOqGRqpOuu@hYToF.com,8380494926,5,233
364,Phillip,White,lPqhCeFrmX@SUWdQ.com,1447631924,4,290
